node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,marker_guid,embedded_in_wall_guid
243,Wall,A76A9F57-BD4E-4F18-84E3-472C0DCADBBA,,,1.68,,,"6.8"" SIPS EXTERIOR WALL",2.45,0.99,-0.61,2.83,2.63,0.32,0.02,0.93,0.0,,,
244,Wall,B0F64546-8A62-4A7C-95B6-2B01772649E1,,,0.51,,,"6.7"" SIPS EXTERIOR WALL",1.95,2.5,-0.61,2.46,2.63,0.32,0.02,0.93,0.0,,,
245,Wall,CFA09140-2FCD-49F6-BC89-F40A3BB5642D,,,0.43,,,"6.5"" SIPS EXTERIOR WALL",-1.53,-0.7,-0.83,-1.08,-0.5,-0.22,0.17,0.61,0.0,,,
246,Wall,7E4D75F6-A14E-476D-A972-A9E835592D14,,,0.43,,,"6.4"" SIPS EXTERIOR WALL",-1.42,-1.88,-0.83,-0.97,-1.67,-0.22,0.17,0.61,0.0,,,
247,Wall,FB0DB292-A739-4B8A-8D69-D3626B796026,,,1.35,,,"6.4"" SIPS EXTERIOR WALL",-1.54,-1.88,-0.83,-1.25,-0.52,-0.22,0.17,0.61,0.0,,,
248,Wall,DBE36418-3F5C-41FA-98B1-46C7F3FF6C71,,,3.47,,,"6.4"" SIPS EXTERIOR WALL",-1.57,-0.68,-0.83,-1.08,2.79,-0.22,0.17,0.61,0.0,,,
249,Wall,0890157F-8ABC-4499-A26B-02D9DEB757CB,,,1.02,,,"6.0"" SIPS EXTERIOR WALL",1.05,-2.81,-1.44,2.07,-2.32,-0.83,0.17,0.61,0.0,,,
250,Wall,1945DE3F-567E-47A1-BDF1-CB93C388FADB,,,0.62,,,"6.0"" SIPS EXTERIOR WALL",0.56,-3.28,-1.44,1.2,-2.92,-0.83,0.17,0.61,0.0,,,
251,Wall,96F71AC3-C428-41D8-9A55-CB1B229E8A00,,,1.64,,,Wall-015,-4.16,0.73,0.0,-3.9,2.37,2.44,0.10,2.44,0.0,,,
252,Wall,AF365BC0-FD1F-4F69-B2B5-C90610B335FF,,,4.94,,,Wall-015,-6.33,0.51,0.0,-1.4,1.08,2.44,0.10,2.44,0.0,D141368E-F7D2-4247-A554-84CF49975B89,,
253,Wall,234BF736-8874-45AE-ACF7-797F0F713943,,,1.64,,,Wall-015,-1.66,0.97,0.0,-1.4,2.61,2.44,0.10,2.44,0.0,,,
254,Wall,97F7005F-1E35-4163-826E-4F9D39A3851E,,,4.67,,,"2X4 INTERIOR FURRING WALL W/ 1/2"" GYP.",3.94,-0.82,-0.61,5.04,3.77,2.74,0.10,3.35,0.0,,,
255,Wall,692AF684-24D1-439C-88A0-700E2F6F615D,,,3.47,,,"6.0"" SIPS EXTERIOR WALL",2.1,-2.74,-1.44,5.43,-1.45,-0.83,0.17,0.61,0.0,,,
256,Wall,97FEF1A2-160F-45F0-A95B-AB20663B09BA,,,5.11,,,"6.5"" SIPS EXTERIOR WALL",-6.49,-2.78,0.0,-5.84,2.32,3.05,0.17,3.05,0.0,,,
257,Wall,E48EBB47-55F0-435A-ABB3-A720B337207D,,,5.05,,,"6.4"" SIPS EXTERIOR WALL",-6.02,-2.78,0.0,-0.98,-2.13,3.05,0.17,3.05,0.0,,,
258,Wall,FC5B0FA8-BCEA-4417-AF35-B5A7763E37CA,,,1.91,,,"6.3"" SIPS EXTERIOR WALL",-0.98,-3.33,-0.61,0.72,-2.16,4.27,0.17,4.88,0.0,756C59B7-A4BB-437A-93DF-67342FC361D2,,
259,Wall,9B1ED480-B092-4366-BE64-E8B28714D9A1,,,5.05,,,"6.2"" SIPS EXTERIOR WALL",0.63,-8.1,-1.22,2.44,-3.28,2.74,0.17,3.96,0.0,,,
260,Wall,DB69D801-6920-4B9C-9CBF-18E8ED83C428,,,5.10,,,"6.0"" SIPS EXTERIOR WALL",5.28,-6.48,-1.22,7.11,-1.61,2.74,0.17,3.96,0.0,,,
261,Wall,F989DF1F-C8BB-408F-9C6B-4C79863FFA32,,,0.63,,,"6.9"" SIPS EXTERIOR WALL",5.11,-1.66,-0.61,5.44,-1.01,4.36,0.17,4.97,0.0,,,
262,Wall,640E6DBD-FA05-4BF1-A858-60DC3D0E142A,,,5.10,,,"6.8"" SIPS EXTERIOR WALL",4.02,-1.05,-0.61,5.27,3.97,2.74,0.17,3.35,0.0,,,
263,Wall,2C2CCA27-73F9-4A56-B760-88EBF0C1D5E0,,,5.11,,,"6.7"" SIPS EXTERIOR WALL",-0.81,2.72,-0.61,4.22,3.97,2.74,0.17,3.35,0.0,5561D17B-C5BA-4B35-A1B8-1215D4BF8009,,
264,Wall,252FE85B-1CC1-4BA7-A2BD-D48B1CC7279C,,,0.60,,,"6.6"" SIPS EXTERIOR WALL",-1.4,2.63,-0.61,-0.78,2.88,4.27,0.17,4.88,0.0,,,
265,Wall,F0C0D865-7C50-41C6-9370-86FD0A2863F9,,,5.10,,,"6.5"" SIPS EXTERIOR WALL",-6.49,2.14,0.0,-1.39,2.79,3.05,0.17,3.05,0.0,,,
266,Wall,15CF129E-05F1-4D3C-8FF1-8A72D2A22CDA,,,5.07,,,"6.4"" SIPS EXTERIOR WALL",-6.03,-2.8,0.0,-0.98,-2.3,3.05,0.02,3.05,0.0,,,
267,Wall,D7F79749-8B51-4781-A49F-8C87E989DA59,,,5.11,,,"6.4"" SIPS EXTERIOR WALL",-6.51,-2.78,0.0,-6.01,2.31,3.05,0.02,3.05,0.0,,,
268,Wall,ABF84CA0-04BC-414A-A831-ABFD3E8BB220,,,5.12,,,"6.4"" SIPS EXTERIOR WALL",-6.51,2.3,0.0,-1.41,2.81,3.05,0.02,3.05,0.0,,,
269,Wall,17555B5A-7CD9-4629-A85B-1609930ADBDA,,,5.10,,,"6.8"" SIPS EXTERIOR WALL",4.18,-1.01,-0.61,5.29,3.98,2.74,0.02,3.35,0.0,,,
270,Wall,0175342D-4F36-4B4F-AA4D-3EE8651406B5,,,5.12,,,"6.8"" SIPS EXTERIOR WALL",-0.81,2.88,-0.61,4.2,3.99,2.74,0.02,3.35,0.0,,,
271,Wall,8644C050-D100-4ADB-B77F-7E94539B68B6,,,0.61,,,"6.6"" SIPS EXTERIOR WALL",-1.41,2.79,-0.61,-0.81,2.9,4.27,0.02,4.88,0.0,,,
272,Wall,B5AD0CBF-E760-4128-832E-20477CE08C4C,,,0.62,,,"6.6"" SIPS EXTERIOR WALL",5.27,-1.61,-0.61,5.45,-1.01,4.27,0.02,4.88,0.0,,,
273,Wall,7EF78572-199E-4844-A80B-5C4410B81CB7,,,5.12,,,"6.3"" SIPS EXTERIOR WALL",0.28,-2.1,2.74,5.29,-0.99,4.27,0.02,1.52,0.0,,,
274,Wall,F0E9B21F-7B07-46C6-9955-5415ED7AF8FD,,,5.12,,,"6.3"" SIPS EXTERIOR WALL",-0.81,-2.1,2.74,0.3,2.91,4.27,0.02,1.52,0.0,,,
275,Wall,8AA6778F-71E1-4C2B-B67F-020867A9F47C,,,5.12,,,"6.0"" SIPS EXTERIOR WALL",5.44,-6.45,-1.22,7.13,-1.6,2.74,0.02,3.96,0.0,,,
276,Wall,10D6903D-DEC2-4D0A-94AC-7706225F04F9,,,5.11,,,"6.0"" SIPS EXTERIOR WALL",2.28,-8.12,-1.22,7.11,-6.43,2.74,0.02,3.96,0.0,,,
277,Wall,2BF960C7-4323-42D0-A028-F160EE8EB7A3,,,5.12,,,"6.0"" SIPS EXTERIOR WALL",0.59,-8.13,-1.22,2.29,-3.28,2.74,0.02,3.96,0.0,,,
278,Wall,252F52EF-F83F-4950-BCB4-E11A1C9D8EBF,,,5.13,,,"6.3"" SIPS EXTERIOR WALL",-1.43,-2.31,3.05,-0.98,2.81,4.27,0.02,1.22,0.0,,,
279,Wall,E3299FAA-440B-42B2-8F03-014477CD91FE,,,5.13,,,"6.3"" SIPS EXTERIOR WALL",0.62,-3.35,2.74,5.46,-1.6,4.27,0.02,1.52,0.0,,,
280,Wall,804DD1E2-7C21-4D69-984F-F63D9AF984CE,,,1.93,,,"6.3"" SIPS EXTERIOR WALL",-1.0,-3.35,-0.61,0.64,-2.29,4.27,0.02,4.88,0.0,,,
281,Wall,EEA5D508-7924-4AD0-9505-FA986A50AEE7,,,0.80,,,"6.1"" SIPS EXTERIOR WALL",-0.91,-1.22,4.53,-0.12,-1.03,4.55,0.03,0.02,0.0,,,
282,Wall,73B9F869-B307-4A71-B421-3C01527CE71B,,,0.93,,,"6.2"" SIPS EXTERIOR WALL",-0.83,-2.18,4.53,0.09,-1.96,4.55,0.03,0.02,0.0,,,
283,Wall,3FF6B2AD-B81C-4413-9246-5A3F00778014,,,0.68,,,"6.3"" SIPS EXTERIOR WALL",-0.99,-0.26,4.53,-0.32,-0.09,4.55,0.03,0.02,0.0,,,
284,Wall,A3CA41A5-255E-41F8-87C9-E39A6EA2820E,,,0.55,,,"6.4"" SIPS EXTERIOR WALL",-1.07,0.7,4.53,-0.52,0.84,4.55,0.03,0.02,0.0,,,
285,Wall,85468ECC-0D1A-4F9C-AA7E-A27581929646,,,0.42,,,"6.5"" SIPS EXTERIOR WALL",-1.15,1.66,4.53,-0.73,1.78,4.55,0.03,0.02,0.0,,,
286,Wall,90055713-BBA4-4F65-BC73-3416D243DAA8,,,0.39,,,"6.6"" SIPS EXTERIOR WALL",-0.1,-2.68,4.53,0.13,-2.34,4.55,0.03,0.02,0.0,,,
287,Wall,B5751B81-B053-4BAA-90C7-350AC743768E,,,0.93,,,"6.7"" SIPS EXTERIOR WALL",0.47,-3.14,4.53,0.69,-2.23,4.55,0.03,0.02,0.0,,,
288,Wall,EC042B56-1656-4A40-B5DD-9629ADC6409F,,,0.81,,,"6.8"" SIPS EXTERIOR WALL",1.4,-2.82,4.53,1.6,-2.02,4.55,0.03,0.02,0.0,,,
289,Wall,F38E3720-699C-4638-8240-E6A599CD8A39,,,0.68,,,"6.9"" SIPS EXTERIOR WALL",2.33,-2.49,4.53,2.5,-1.82,4.55,0.03,0.02,0.0,,,
290,Wall,6FEB2E19-3189-4C86-8731-38BB8D1D0145,,,0.55,,,"6.0"" SIPS EXTERIOR WALL",3.27,-2.16,4.53,3.41,-1.62,4.55,0.03,0.02,0.0,,,
291,Wall,E151D82E-5725-42AD-A5E9-91A16CA9BC7C,,,0.43,,,"6.1"" SIPS EXTERIOR WALL",4.2,-1.84,4.53,4.31,-1.41,4.55,0.03,0.02,0.0,,,
292,Wall,67B828FB-EEF4-43E4-9D3B-5595CC769C26,,,0.17,,,"6.0"" SIPS EXTERIOR WALL",5.38,-1.61,-1.22,5.45,-1.44,-0.81,0.02,0.41,0.0,,,
293,Wall,7458F599-3DD1-4130-BDC2-2A88825D362E,,,0.17,,,"6.0"" SIPS EXTERIOR WALL",-1.57,2.76,-0.61,-1.41,2.81,-0.2,0.02,0.41,0.0,,,
294,Wall,EE075725-52F5-49E1-94E9-9A8F69D30FE8,,,0.17,,,"6.0"" SIPS EXTERIOR WALL",0.54,-3.28,-1.22,0.61,-3.12,-0.81,0.02,0.41,0.0,,,
295,Wall,F19D5338-A844-4FAA-9A57-F8F07349071F,,,0.46,,,"6.2"" SIPS EXTERIOR WALL",0.76,-3.22,-1.22,1.2,-3.06,-0.61,0.01,0.61,0.0,,,
296,Wall,A8750399-D563-4C4B-ABDD-7A7C5C5EFE27,,,3.47,,,"6.5"" SIPS EXTERIOR WALL",2.15,-2.74,-1.22,5.43,-1.59,-0.61,0.01,0.61,0.0,,,
297,Wall,BC7003D9-ABBC-4261-B3CB-5FB1CB6E9E72,,,0.49,,,"6.6"" SIPS EXTERIOR WALL",-1.0,-2.17,-0.61,-0.94,-1.67,0.0,0.01,0.61,0.0,,,
298,Wall,44BF5A8B-EB70-4E21-861F-852A46DD17C7,,,3.42,,,"6.9"" SIPS EXTERIOR WALL",-1.42,-0.66,-0.61,-1.08,2.75,0.0,0.01,0.61,0.0,,,
299,Wall,14B1271A-6AEA-4DD3-92E4-EFBB56647C3B,,,0.28,,,"6.0"" SIPS EXTERIOR WALL",2.05,-2.74,-0.81,2.16,-2.48,-0.61,0.01,0.20,0.0,,,
300,Wall,81F7E93E-A7B0-4C84-8698-A7082FA1A210,,,0.28,,,"6.0"" SIPS EXTERIOR WALL",1.11,-3.07,-0.81,1.21,-2.81,-0.61,0.01,0.20,0.0,,,
301,Wall,1EA9F727-CF30-46DE-8211-7A85B4F43994,,,0.28,,,"6.0"" SIPS EXTERIOR WALL",-1.26,-1.7,-0.2,-0.98,-1.66,-0.0,0.01,0.20,0.0,,,
302,Wall,45EB6C25-591A-4658-8CC9-3143767232F2,,,0.28,,,"6.0"" SIPS EXTERIOR WALL",-1.36,-0.7,-0.2,-1.08,-0.66,-0.0,0.01,0.20,0.0,,,
303,Wall,49834FF5-83EB-4F1E-B095-6221CBCDEFB3,,,6.49,,,"6.1"" SIPS EXTERIOR WALL",-5.44,-5.81,-1.51,0.71,-3.61,-0.92,0.08,0.59,0.0,,,
304,Slab,99AC84D4-4DE8-4342-B652-89CF5884847D,,,,,,MORTAR THIN-SET,-23.21,2.39,-0.0,-22.14,3.98,0.01,,,2.0,,,
305,Slab,B59CD0B3-62FA-5D45-AEC0-2CE4D3E89F83,,,,,,"8"" SIPS FLOOR",-23.21,2.08,-0.22,-22.14,3.98,0.0,,,2.0,,,
306,Slab,86E06309-63D4-284F-BEFB-1FFAA7500EF7,,,,,,5/4 PT DECK,-21.57,0.68,-0.22,-20.15,0.82,-0.19,,,0.0,,,
307,Slab,B1A2A66C-AB4C-C740-A004-8221051A6C14,,,,,,5/4 PT DECK,-21.57,0.53,-0.22,-20.15,0.67,-0.19,,,0.0,,,
308,Slab,C124C983-1CB1-0248-BC2C-1BB884326FFD,,,,,,5/4 PT DECK,-21.57,0.39,-0.22,-20.15,0.53,-0.19,,,0.0,,,
309,Slab,2C28950C-1F41-2148-BC5C-6306AC88201A,,,,,,5/4 PT DECK,-21.57,0.25,-0.22,-20.15,0.38,-0.19,,,0.0,,,
310,Slab,A1E2726C-4D70-D348-9408-F711481D8D64,,,,,,5/4 PT DECK,-21.57,0.1,-0.22,-20.15,0.24,-0.19,,,2.0,,,
311,Slab,A9B61098-161F-E44D-8F99-571FD6C0F3CB,,,,,,Slab-053,-27.82,2.5,2.15,-24.92,3.19,2.22,,,0.0,,,
312,Slab,E2ED2D98-9698-454E-9F35-927F638CC091,,,,,,Slab-051,-27.82,2.58,0.06,-27.77,3.19,0.98,,,0.0,,,
313,Slab,C9D284CC-EC1F-8647-A882-4E12FAE951A2,,,,,,Slab-027,-27.33,5.04,0.0,-25.78,6.57,0.02,,,0.0,,,
314,Slab,BA87C3B6-CBF6-AD44-8FC8-810851B99640,,,,,,Slab-027,-27.44,5.77,0.0,-27.33,6.48,0.02,,,0.0,,,
315,Slab,49B01D31-77C7-A444-88B7-EE7FFA04B48F,,,,,,"4"" STAMPED CONCRETE SLAB OVER COMPACTED GRAVEL FILL",-8.79,8.01,-1.14,2.32,20.93,-0.93,,,2.0,,,
316,Slab,026E18EC-1B12-8A45-B064-A3ACE2ADD92C,,,,,,TILE FINISH,-23.21,2.76,0.01,-22.14,3.98,0.03,,,2.0,,,
317,Slab,89CB235E-8245-2340-A386-97163375BFD1,,,,,,Slab-052,-27.79,3.17,0.93,-25.53,3.19,0.98,,,0.0,,,
318,Slab,56B58CE5-91A5-5D49-81EC-E56218EEE8E3,,,,,,FELT/ PAPER UNDERLAYMENT,-21.78,2.39,-0.0,-20.71,3.98,0.01,,,2.0,,,
319,Slab,5932B627-7310-D74D-B02B-D6F03433BBE1,,,,,,"8"" SIPS FLOOR",-21.78,2.08,-0.22,-20.71,3.98,0.0,,,2.0,,,
320,Slab,87D40EBB-A424-6E4B-A523-777C2EA4D3C0,,,,,,HARDWOOD PLANK FINISH,-21.78,2.76,0.01,-20.71,3.98,0.03,,,2.0,,,
321,Slab,647DD1A7-AD8F-0B4F-94BF-EDBF01354F8D,,,,,,Slab-027,-27.33,5.04,0.0,-25.78,6.57,0.02,,,0.0,,,
322,Slab,70599D3F-A636-1A4F-B390-DCDC8AB133CF,,,,,,Slab-027,-27.44,5.77,0.0,-27.33,6.48,0.02,,,0.0,,,
323,Slab,989A48F0-4BB9-4AE8-88D6-ABB838974B27,,,,,,Slab-054,33.42,50.78,-4.88,39.32,56.67,1.22,,,0.0,,,
324,Slab,F5C31E04-FF6F-48CE-BD45-C2AE82DE557A,,,,,,Slab-055,28.35,51.61,-4.88,34.03,57.28,0.0,,,0.0,,,
325,Slab,F78E478D-A667-4A7D-ABE2-800A83B045F6,,,,,,Slab-056,28.35,51.61,-4.88,34.03,57.28,0.0,,,0.0,,,
326,Slab,AA773E6D-D79A-4280-B128-30A9D020BCED,,,,,,Slab-057,28.35,51.61,-4.88,34.03,57.28,0.0,,,0.0,,,
327,Slab,6D6AFB8C-5999-488F-B939-1D55C98FA465,,,,,,Slab-057,34.25,45.71,-4.88,39.92,51.38,0.0,,,0.0,,,
328,Slab,88A876BD-A089-42AE-AC92-295C979CC60F,,,,,,Slab-058,34.2,51.56,-4.88,39.31,56.67,0.0,,,0.0,,,
329,Slab,51C1957C-C14D-47C8-89DD-A249FC1204B1,,,,,,Slab-059,34.2,51.56,-4.88,39.31,56.67,0.0,,,0.0,,,
330,Slab,48CBD765-EBB3-4180-8A7E-2F00E4F93622,,,,,,"0"" SIPS FLOOR",-1.17,-3.09,4.51,5.17,2.64,4.53,,,0.0,,,
331,Slab,25ACC675-004A-46C4-A260-B884F2BB77FD,,,,,,"8"" SIPS FLOOR",0.62,-3.13,-0.62,5.43,-1.02,-0.61,,,0.0,,,
332,Slab,3382782F-52E4-43B9-A798-95FA7C2B9A6D,,,,,,"8"" SIPS FLOOR",-0.98,-3.33,-0.62,1.0,-1.73,-0.61,,,0.0,,,
333,Slab,3659173A-36B1-4BD2-B62B-0A1A609E36A1,,,,,,"4"" SIPS FLOOR",1.67,0.77,0.32,2.89,2.69,0.37,,,0.0,,,
334,Slab,25E6D291-BB80-4C26-BEA2-CE0788D2B2C3,,,,,,5/4 PT DECK,-5.51,-5.82,-1.44,-5.3,-5.67,-1.41,,,0.0,,,
335,Slab,25D59B0C-1694-4CCF-ADA9-1B14BEB6CF32,,,,,,5/4 PT DECK,-5.39,-5.9,-1.44,-5.08,-5.59,-1.41,,,0.0,,,
336,Slab,5C561283-5B77-415C-A006-3C8C34675793,,,,,,5/4 PT DECK,-5.27,-5.98,-1.44,-4.86,-5.52,-1.41,,,0.0,,,
337,Slab,C72ADE44-137F-4995-B65C-BE4130FFF25B,,,,,,5/4 PT DECK,-5.15,-6.05,-1.44,-4.64,-5.44,-1.41,,,0.0,,,
338,Slab,D78AC484-87C9-4AE1-90B5-68F1C3771832,,,,,,5/4 PT DECK,-5.03,-6.13,-1.44,-4.42,-5.37,-1.41,,,0.0,,,
339,Slab,24E48CAD-BE79-4299-925A-7625C4F7D896,,,,,,5/4 PT DECK,-4.91,-6.21,-1.44,-4.2,-5.29,-1.41,,,0.0,,,
340,Slab,98EC2C44-410C-4486-BFFB-BFB9D4D02FBC,,,,,,5/4 PT DECK,-4.79,-6.29,-1.44,-3.98,-5.21,-1.41,,,0.0,,,
341,Slab,53E3CE36-BEBC-400C-BFF5-B1073031D481,,,,,,5/4 PT DECK,-4.66,-6.37,-1.44,-3.76,-5.14,-1.41,,,0.0,,,
342,Slab,7AC14ADE-DD27-4B9B-AEA3-3CF3CE1D475A,,,,,,5/4 PT DECK,-4.54,-6.44,-1.44,-3.54,-5.06,-1.41,,,0.0,,,
343,Slab,EA447B2D-3613-47CD-9997-A06E07C7DF77,,,,,,5/4 PT DECK,-4.42,-6.52,-1.44,-3.32,-4.99,-1.41,,,0.0,,,
344,Slab,BF763D3F-6612-4792-AF9B-97F81A956BB2,,,,,,5/4 PT DECK,-4.3,-6.6,-1.44,-3.1,-4.91,-1.41,,,0.0,,,
345,Slab,68C7EEC2-FA92-4F76-9954-AF3D95DA95B9,,,,,,5/4 PT DECK,-4.18,-6.68,-1.44,-2.88,-4.83,-1.41,,,0.0,,,
346,Slab,1DCB455D-4E05-44FE-B28E-43494CECE9E9,,,,,,5/4 PT DECK,-4.06,-6.75,-1.44,-2.66,-4.76,-1.41,,,0.0,,,
347,Slab,9C0E3A96-0BAD-4ED2-BFDF-CC90E4689DE1,,,,,,5/4 PT DECK,-3.94,-6.83,-1.44,-2.44,-4.68,-1.41,,,0.0,,,
348,Slab,28B14AA2-ED2F-42BB-BD52-06ED0F2648B0,,,,,,5/4 PT DECK,-3.82,-6.91,-1.44,-2.22,-4.6,-1.41,,,0.0,,,
349,Slab,5AC3BAE2-28F1-4B4C-B10F-6948A2600ADE,,,,,,5/4 PT DECK,-3.69,-6.99,-1.44,-2.0,-4.53,-1.41,,,0.0,,,
350,Slab,0B4FCEAA-AEBF-4792-94A5-B6DCFE93925A,,,,,,5/4 PT DECK,-3.57,-7.07,-1.44,-1.79,-4.45,-1.41,,,0.0,,,
351,Slab,8124FD76-45D7-45F5-8C3F-201B5CDFAA25,,,,,,5/4 PT DECK,-3.45,-7.14,-1.44,-1.57,-4.38,-1.41,,,0.0,,,
352,Slab,27A8A49A-C952-474F-978C-F8E8D8170477,,,,,,5/4 PT DECK,-3.33,-7.22,-1.44,-1.35,-4.3,-1.41,,,0.0,,,
353,Slab,1C5D0A4C-74C4-4019-A501-2E61505FAEE7,,,,,,5/4 PT DECK,-3.21,-7.3,-1.44,-1.13,-4.22,-1.41,,,0.0,,,
354,Slab,AE1E134F-3C58-4538-9438-CC63E4102786,,,,,,5/4 PT DECK,-3.09,-7.38,-1.44,-1.09,-4.22,-1.41,,,0.0,,,
355,Slab,A67BC3FE-F110-429A-A385-E30F2FE9CFF3,,,,,,5/4 PT DECK,-2.97,-7.46,-1.44,-1.07,-4.44,-1.41,,,0.0,,,
356,Slab,C18D0E08-3707-4685-808A-FE6350C13C39,,,,,,5/4 PT DECK,-2.85,-7.53,-1.44,-1.05,-4.67,-1.41,,,0.0,,,
357,Slab,03E2287B-CC5F-44C9-9F75-9D17A14B1B6A,,,,,,5/4 PT DECK,-2.73,-7.61,-1.44,-1.02,-4.91,-1.41,,,0.0,,,
358,Slab,5BA01684-1DD7-4B99-8467-6648F8F6C63F,,,,,,5/4 PT DECK,-2.6,-7.69,-1.44,-1.0,-5.14,-1.41,,,0.0,,,
359,Slab,F7AD8B57-8EA3-4D8A-8746-270665B0DCFA,,,,,,5/4 PT DECK,-2.48,-7.77,-1.44,-0.98,-5.37,-1.41,,,0.0,,,
360,Slab,786DBBB4-B942-4CD2-9DA7-DFDB74664860,,,,,,5/4 PT DECK,-2.36,-7.84,-1.44,-0.96,-5.6,-1.41,,,0.0,,,
361,Slab,71B7D95B-345A-4215-BB30-C2D07B560A54,,,,,,5/4 PT DECK,-2.24,-7.92,-1.44,-0.93,-5.84,-1.41,,,0.0,,,
362,Slab,FAB0BADC-EF5C-4353-A71C-4BD7E6E5EF5D,,,,,,5/4 PT DECK,-2.12,-8.0,-1.44,-0.91,-6.07,-1.41,,,0.0,,,
363,Slab,5506319F-058B-4843-A705-9B5FE0D0B570,,,,,,5/4 PT DECK,-2.0,-8.08,-1.44,-0.89,-6.3,-1.41,,,0.0,,,
364,Slab,AD207E15-4B26-441B-9EA9-D87CE30E86A0,,,,,,5/4 PT DECK,-1.88,-8.16,-1.44,-0.87,-6.54,-1.41,,,0.0,,,
365,Slab,48262C3C-684E-41D0-A7C8-316AB2A4AE87,,,,,,5/4 PT DECK,-1.76,-8.23,-1.44,-0.85,-6.77,-1.41,,,0.0,,,
366,Slab,17F6C9A3-1FA6-41A2-BF9A-046B1FEA507B,,,,,,5/4 PT DECK,-1.63,-8.31,-1.44,-0.82,-7.0,-1.41,,,0.0,,,
367,Slab,3BD55223-6C18-4868-A805-85232899CB31,,,,,,5/4 PT DECK,-1.51,-8.39,-1.44,-0.8,-7.23,-1.41,,,0.0,,,
368,Slab,B3FBD6B4-3402-4C60-8719-6B2FF9588EAD,,,,,,5/4 PT DECK,-1.39,-8.47,-1.44,-0.78,-7.47,-1.41,,,0.0,,,
369,Slab,7E9DB8C1-8ACD-49DB-99FB-43AD7451612C,,,,,,5/4 PT DECK,-1.27,-8.55,-1.44,-0.76,-7.7,-1.41,,,0.0,,,
370,Slab,273C2C46-BFF6-4288-B473-4E626E97A4A8,,,,,,5/4 PT DECK,-1.15,-8.62,-1.44,-0.73,-7.93,-1.41,,,0.0,,,
371,Slab,E5E77E02-CB8B-4B62-B244-9C147BBB28A0,,,,,,5/4 PT DECK,-1.03,-8.7,-1.44,-0.71,-8.17,-1.41,,,0.0,,,
372,Slab,2CA96943-A5CA-4C08-89F9-5A8FB2281B21,,,,,,5/4 PT DECK,-0.91,-8.78,-1.44,-0.69,-8.4,-1.41,,,0.0,,,
373,Slab,E1212FF9-6D34-4AF3-9120-42EFD74DCD63,,,,,,5/4 PT DECK,-0.79,-8.86,-1.44,-0.67,-8.63,-1.41,,,0.0,,,
374,Slab,B3CD1858-B43C-4B41-9601-8E2FF9D017D4,,,,,,5/4 PT DECK,-0.73,-8.91,-1.44,-0.5,-8.22,-1.41,,,0.0,,,
375,Slab,DCC55028-15B8-400E-9403-3C96A91C0383,,,,,,5/4 PT DECK,-0.79,-8.88,-1.44,-0.36,-7.62,-1.41,,,0.0,,,
376,Slab,128AA04C-E417-4BEC-822B-2E7A80DF8F3D,,,,,,5/4 PT DECK,-0.84,-8.83,-1.44,-0.23,-7.01,-1.41,,,0.0,,,
377,Slab,42C99D09-74BB-4A9C-ACE1-FF5E054156C4,,,,,,5/4 PT DECK,-0.9,-8.78,-1.44,-0.09,-6.4,-1.41,,,0.0,,,
378,Slab,D8C6ECA5-4698-4D05-8593-0F0802FF816F,,,,,,5/4 PT DECK,-0.96,-8.74,-1.44,0.04,-5.8,-1.41,,,0.0,,,
379,Slab,8F069197-5546-474C-A602-44EE5E947D55,,,,,,5/4 PT DECK,-1.02,-8.69,-1.44,0.18,-5.19,-1.41,,,0.0,,,
380,Slab,8D2E97AE-4F8B-4C24-B64C-6C77B7641DE2,,,,,,5/4 PT DECK,-1.08,-8.64,-1.44,0.32,-4.59,-1.41,,,0.0,,,
381,Slab,8DA806E7-98BC-4A3D-BF14-7C4D5A16DC56,,,,,,5/4 PT DECK,-1.11,-8.59,-1.44,0.45,-4.2,-1.41,,,0.0,,,
382,Slab,95B00443-6DA7-4F58-94BF-91DD060BF9AD,,,,,,5/4 PT DECK,-1.05,-8.55,-1.44,0.59,-4.15,-1.41,,,0.0,,,
383,Slab,B03C9AF5-27CD-4BF3-ACF2-FB2F2A8EEF5B,,,,,,5/4 PT DECK,-0.92,-8.5,-1.44,0.72,-4.1,-1.41,,,0.0,,,
384,Slab,1C88201F-135D-4582-93C1-B6F41C9B8DC2,,,,,,5/4 PT DECK,-0.78,-8.45,-1.44,0.86,-4.06,-1.41,,,2.0,,,
385,Slab,6791E108-AE81-41DE-A144-66C22892A91A,,,,,,5/4 PT DECK,-0.64,-8.41,-1.44,1.0,-4.01,-1.41,,,0.0,,,
386,Slab,1E2D0103-7138-44BA-953F-2FEB7F8E1E42,,,,,,5/4 PT DECK,-0.51,-8.36,-1.44,1.13,-3.96,-1.41,,,0.0,,,
387,Slab,A9E6121E-6415-4264-AF57-E643A08CD36D,,,,,,5/4 PT DECK,-0.37,-8.31,-1.44,1.27,-3.92,-1.41,,,0.0,,,
388,Slab,8691823F-794C-4402-B2C0-C11268CE8229,,,,,,5/4 PT DECK,-0.24,-8.26,-1.44,1.4,-3.87,-1.41,,,0.0,,,
